experiment_name,experiment_version,response,Q1,Q2,FOLLOWED_INSTRUCTIONS,paper_name,experiment_type,decoding_strategy,model_name,run_uid,collection_uid
Experiment B,Unused Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_014642_a41ec352,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_014642_a41ec352,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_014642_a41ec352,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_014642_a41ec352,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-70B-Instruct-Lite,20240825_014642_a41ec352,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 4, 'Q2': 5}",4.0,5.0,True,gerrig,standard,deterministic,meta-llama_Llama-2-70b-chat-hf,20240825_014922_c54e8c9b,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 5}",4.0,5.0,True,gerrig,standard,deterministic,meta-llama_Llama-2-70b-chat-hf,20240825_014922_c54e8c9b,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 5}",4.0,5.0,True,gerrig,standard,deterministic,meta-llama_Llama-2-70b-chat-hf,20240825_014922_c54e8c9b,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,meta-llama_Llama-2-70b-chat-hf,20240825_014922_c54e8c9b,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,deterministic,meta-llama_Llama-2-70b-chat-hf,20240825_014922_c54e8c9b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 6, 'Q2': 7}",6.0,7.0,True,gerrig,standard,deterministic,meta-llama_Llama-2-70b-chat-hf,20240825_014922_c54e8c9b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 5, 'Q2': 5}",5.0,5.0,True,gerrig,standard,deterministic,meta-llama_Llama-2-70b-chat-hf,20240825_014922_c54e8c9b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,deterministic,meta-llama_Llama-2-70b-chat-hf,20240825_014922_c54e8c9b,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-0.5B-Chat,20240825_020946_489c6035,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 2}",2.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-0.5B-Chat,20240825_020946_489c6035,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-0.5B-Chat,20240825_020946_489c6035,20240825_203411_5db1e5d2
Experiment B,Unused Comb,{'Q3': 3},3.0,3.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-0.5B-Chat,20240825_020946_489c6035,20240825_203411_5db1e5d2
Experiment B,Used Comb,{'Q3': 3},3.0,3.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-0.5B-Chat,20240825_020946_489c6035,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,{'Q1': 2},1.0,2.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-0.5B-Chat,20240825_020946_489c6035,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 1}",1.0,1.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-0.5B-Chat,20240825_020946_489c6035,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 4}",4.0,4.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-0.5B-Chat,20240825_020946_489c6035,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-27b-it,20240825_020649_78478eb3,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-27b-it,20240825_020649_78478eb3,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-27b-it,20240825_020649_78478eb3,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-27b-it,20240825_020649_78478eb3,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-27b-it,20240825_020649_78478eb3,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-27b-it,20240825_020649_78478eb3,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-27b-it,20240825_020649_78478eb3,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-27b-it,20240825_020649_78478eb3,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.3,20240825_020811_ba04968c,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.3,20240825_020811_ba04968c,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.3,20240825_020811_ba04968c,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 6, 'Q2': 6}",6.0,6.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.3,20240825_020811_ba04968c,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 6, 'Q2': 6}",6.0,6.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.3,20240825_020811_ba04968c,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.3,20240825_020811_ba04968c,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 6, 'Q2': 6}",6.0,6.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.3,20240825_020811_ba04968c,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 6, 'Q2': 6}",6.0,6.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.3,20240825_020811_ba04968c,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,{'Q1': 5},1.0,5.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-1.8B-Chat,20240825_020954_599f1652,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,{'Q1': 5},1.0,5.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-1.8B-Chat,20240825_020954_599f1652,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,{'Q1': 5},1.0,5.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-1.8B-Chat,20240825_020954_599f1652,20240825_203411_5db1e5d2
Experiment B,Unused Comb,{'Q1': 5},1.0,5.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-1.8B-Chat,20240825_020954_599f1652,20240825_203411_5db1e5d2
Experiment B,Used Comb,{'Q1': 5},1.0,5.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-1.8B-Chat,20240825_020954_599f1652,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 2, 'Q3': 3, 'Q4': 4, 'Q5': 5, 'Q6': 6, 'Q7': 7}",1.0,2.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-1.8B-Chat,20240825_020954_599f1652,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 6, 'Q2': 7, 'Q3': 5, 'Q4': 4, 'Q5': 6, 'Q6': 7}",6.0,7.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-1.8B-Chat,20240825_020954_599f1652,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 7, 'Q7': 1}",1.0,7.0,False,gerrig,standard,deterministic,Qwen_Qwen1.5-1.8B-Chat,20240825_020954_599f1652,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,standard,deterministic,google_gemma-2-9b-it,20240825_020725_410e13d9,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,standard,deterministic,google_gemma-2-9b-it,20240825_020725_410e13d9,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,standard,deterministic,google_gemma-2-9b-it,20240825_020725_410e13d9,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-9b-it,20240825_020725_410e13d9,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-9b-it,20240825_020725_410e13d9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,standard,deterministic,google_gemma-2-9b-it,20240825_020725_410e13d9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,google_gemma-2-9b-it,20240825_020725_410e13d9,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,standard,deterministic,google_gemma-2-9b-it,20240825_020725_410e13d9,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-72B-Chat,20240825_021159_78cda47f,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-72B-Chat,20240825_021159_78cda47f,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-72B-Chat,20240825_021159_78cda47f,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-72B-Chat,20240825_021159_78cda47f,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-72B-Chat,20240825_021159_78cda47f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-72B-Chat,20240825_021159_78cda47f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-72B-Chat,20240825_021159_78cda47f,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-72B-Chat,20240825_021159_78cda47f,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_014621_9841a45e,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_014621_9841a45e,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_014621_9841a45e,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_014621_9841a45e,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_014621_9841a45e,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_014621_9841a45e,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_014621_9841a45e,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3-8B-Instruct-Lite,20240825_014621_9841a45e,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-4B-Chat,20240825_021008_d78f2687,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-4B-Chat,20240825_021008_d78f2687,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-4B-Chat,20240825_021008_d78f2687,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-4B-Chat,20240825_021008_d78f2687,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-4B-Chat,20240825_021008_d78f2687,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-4B-Chat,20240825_021008_d78f2687,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-4B-Chat,20240825_021008_d78f2687,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-4B-Chat,20240825_021008_d78f2687,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.1,20240825_020849_e2c4af82,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 6}",2.0,6.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.1,20240825_020849_e2c4af82,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.1,20240825_020849_e2c4af82,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.1,20240825_020849_e2c4af82,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 5}",1.0,5.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.1,20240825_020849_e2c4af82,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.1,20240825_020849_e2c4af82,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.1,20240825_020849_e2c4af82,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 2, 'Q2': 5}",2.0,5.0,True,gerrig,standard,deterministic,mistralai_Mistral-7B-Instruct-v0.1,20240825_020849_e2c4af82,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-7B-Chat,20240825_021022_f9acd214,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-7B-Chat,20240825_021022_f9acd214,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-7B-Chat,20240825_021022_f9acd214,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-7B-Chat,20240825_021022_f9acd214,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-7B-Chat,20240825_021022_f9acd214,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-7B-Chat,20240825_021022_f9acd214,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-7B-Chat,20240825_021022_f9acd214,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-7B-Chat,20240825_021022_f9acd214,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,standard,deterministic,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_020907_3336732b,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 5, 'Q2': 5}",5.0,5.0,True,gerrig,standard,deterministic,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_020907_3336732b,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 3, 'Q2': 5}",3.0,5.0,True,gerrig,standard,deterministic,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_020907_3336732b,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_020907_3336732b,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_020907_3336732b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_020907_3336732b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_020907_3336732b,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,mistralai_Mixtral-8x7B-Instruct-v0.1,20240825_020907_3336732b,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen2-72B-Instruct,20240825_021315_b2c18fc7,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen2-72B-Instruct,20240825_021315_b2c18fc7,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 4, 'Q2': 7}",4.0,7.0,True,gerrig,standard,deterministic,Qwen_Qwen2-72B-Instruct,20240825_021315_b2c18fc7,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,deterministic,Qwen_Qwen2-72B-Instruct,20240825_021315_b2c18fc7,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 6}",1.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen2-72B-Instruct,20240825_021315_b2c18fc7,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen2-72B-Instruct,20240825_021315_b2c18fc7,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen2-72B-Instruct,20240825_021315_b2c18fc7,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen2-72B-Instruct,20240825_021315_b2c18fc7,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,1_1_1_1,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,1_1_1_1,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,1_1_1_1,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,1_1_1_1,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 1, 'Q2': 7}",1.0,7.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,1_1_1_1,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,1_1_1_1,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 3, 'Q2': 6}",3.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,1_1_1_1,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,"{'Q1': 4, 'Q2': 6}",4.0,6.0,True,gerrig,standard,deterministic,meta-llama_Meta-Llama-3.1-405B-Instruct-Turbo,1_1_1_1,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,google_gemma-2b-it,20240825_020749_e010c431,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Removed,"{'Q1': 2, 'Q2': 2}",2.0,2.0,True,gerrig,standard,deterministic,google_gemma-2b-it,20240825_020749_e010c431,20240825_203411_5db1e5d2
Experiment A,Pen Mentioned Not Removed,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,google_gemma-2b-it,20240825_020749_e010c431,20240825_203411_5db1e5d2
Experiment B,Unused Comb,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,google_gemma-2b-it,20240825_020749_e010c431,20240825_203411_5db1e5d2
Experiment B,Used Comb,"{'Q1': 3, 'Q2': 3}",3.0,3.0,True,gerrig,standard,deterministic,google_gemma-2b-it,20240825_020749_e010c431,20240825_203411_5db1e5d2
Experiment C,Prior Solution Not Mentioned,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,google_gemma-2b-it,20240825_020749_e010c431,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned and Removed,"{'Q1': 1, 'Q2': 2}",1.0,2.0,True,gerrig,standard,deterministic,google_gemma-2b-it,20240825_020749_e010c431,20240825_203411_5db1e5d2
Experiment C,Prior Solution Mentioned Not Removed,{'Q1': 1},1.0,1.0,False,gerrig,standard,deterministic,google_gemma-2b-it,20240825_020749_e010c431,20240825_203411_5db1e5d2
Experiment A,Pen Not Mentioned,"{'Q1': 5, 'Q2': 6}",5.0,6.0,True,gerrig,standard,deterministic,Qwen_Qwen1.5-110B-Chat,20240825_021236_328ff8b5,20240825_203411_5db1e5d2
